Entity;Aquaculture production (metric tons)
United Kingdom;196597.8125
United Kingdom;201363.84375
United Kingdom;198967.59375
United Kingdom;205594.703125
United Kingdom;203263.0
United Kingdom;214707.34375
United Kingdom;211749.421875
United Kingdom;194492.171875
United Kingdom;222611.109375
United Kingdom;197618.0
United States;480362.0
United States;498899.0
United States;545971.0
United States;607570.0
United States;513920.0
United States;519967.0
United States;526045.0
United States;501326.0
United States;481224.0
United States;496699.0
United States;397292.0
United States;420386.0
United States;429011.0
United States;421189.0
United States;426002.0
United States;444679.0
United States;439670.0
United States;468185.0
Uruguay;17.0
Uruguay;17.0
Uruguay;24.0
Uruguay;22.0
Uruguay;49.0
Uruguay;37.0
Uruguay;31.0
Uruguay;36.0
Uruguay;54.40999984741211
Uruguay;84.97000122070312
Uruguay;77.81999969482422
Uruguay;91.23200225830078
Uruguay;217.8600006103516
Uruguay;215.0
Uruguay;203.8280029296875
Uruguay;69.65299987792969
Uruguay;59.979000091552734
Uruguay;101.77399444580078
Uzbekistan;3988.0
Uzbekistan;3824.0
Uzbekistan;3118.0
Uzbekistan;3093.0
Uzbekistan;3800.0
Uzbekistan;3800.0
Uzbekistan;4000.0
Uzbekistan;4100.0
Uzbekistan;5162.0
Uzbekistan;6654.0
Uzbekistan;8722.2998046875
Uzbekistan;14832.8994140625
Uzbekistan;23835.19921875
Uzbekistan;29275.80078125
Uzbekistan;36896.40234375
Uzbekistan;38054.69921875
Uzbekistan;52450.0
Uzbekistan;57384.0
Vanuatu;0.0
Vanuatu;0.0
Vanuatu;0.0
Vanuatu;1.0
Vanuatu;1.0
Vanuatu;114.0
Vanuatu;31.0
Vanuatu;40.0
Vanuatu;36.75
Vanuatu;104.5
Vanuatu;57.0
Vanuatu;60.380001068115234
Vanuatu;80.78099822998047
Vanuatu;79.69770050048828
Vanuatu;11.54099941253662
Vanuatu;15.702499389648438
Vanuatu;17.047000885009766
Vanuatu;6.204999923706055
Venezuela;16647.0
Venezuela;18020.0
Venezuela;15705.0
Venezuela;24006.0
Venezuela;19228.0
Venezuela;23355.5
Venezuela;19951.30078125
Venezuela;18762.599609375
Venezuela;14844.0
Venezuela;18225.330078125
Venezuela;23954.240234375
Venezuela;26115.1796875
Venezuela;26830.0
Venezuela;30725.66015625
Venezuela;18911.41015625
Venezuela;25998.0
Venezuela;29000.0
Venezuela;29000.0
Vietnam;603098.0
Vietnam;718041.0
Vietnam;952502.0
Vietnam;1213617.0
Vietnam;1452300.0
Vietnam;1672727.0
Vietnam;2100400.0
Vietnam;2477450.0
Vietnam;2571080.0
Vietnam;2701317.0
Vietnam;2860990.0
Vietnam;3104501.0
Vietnam;3221095.0
Vietnam;3355234.0
Vietnam;3475449.75
Vietnam;3581579.0
Vietnam;3831777.0
Vietnam;4153322.5
Yemen;0.0
Yemen;0.0
Yemen;0.0
Yemen;0.0
Yemen;380.0
Yemen;300.0
Yemen;300.0
Yemen;150.0
Yemen;150.0
Yemen;150.0
Yemen;150.0
Yemen;100.0
Yemen;0.0
Yemen;0.0
Yemen;0.0
Yemen;0.0
Yemen;0.0
